id,age,birthdate,gender,name,occupation,portrait_path,phrases,status
494,,,Male,Ugolin,Wine MakerMayorLeather makerExpert on mustardPoetRobber,/character/494.webp,"['Hes right, you know.', 'It will have a fine home, as a belt around the waist of a well dressed woman.']",Alive
495,4050,,Male,B.F. Sherwood,Psychiatrist,/character/495.webp,[],Alive
496,,,Female,Mrs. Zörker,Unknown,/character/496.webp,[],Alive
497,,,Female,Poodle Lady,Unknown,/character/497.webp,"['If youre that babys daddy, where you been at?']",Deceased
498,,,Female,Señora Bumblebee Man,Unknown,/character/498.webp,[],Alive
499,,,Male,Jaffee Ziswhisky,4th Grade Student at Springfield Elementary School,/character/499.webp,[],Alive
500,,,Male,Jay Sherman,Critic,/character/500.webp,['It stinks!'],Alive
501,,,Female,Princess Opal (Character),Fortune TellerShop Owner,/character/501.webp,[],Alive
502,,,Female,Evelyn,Unknown,/character/502.webp,[],Alive
503,,,Male,Donald Trump,45th President of the United States of America.,/character/503.webp,[],Alive
504,,,Male,Elvis Presley,MusicianActor,/character/504.webp,[],Deceased
505,,,Male,Gary Coleman (character),Security guard at Kid First Industries,/character/505.webp,[],Deceased
506,,,Male,Rex (Bart of Darkness),Student,/character/506.webp,[],Alive
507,,,Female,Lisa's Classmate 6's Sister,Student at Springfield Elementary School,/character/507.webp,[],Deceased
508,,,Male,Joseph Stalin,Dictator of the Soviet Union,/character/508.webp,[],Deceased
509,,,Female,Female Korean Artist 2 (couch gag),Cartoonist,/character/509.webp,[],Unknown
510,,,Male,Mort Krupp,Farmer,/character/510.webp,[],Alive
511,,,Female,Mrs. Frink,Unknown,/character/511.webp,[],Alive
512,,,Male,Larry Kidkill,Owner of Springfield City Zoo,/character/512.webp,[],Alive
513,,,Female,Martha Stewart (character),AuthorTV presenter,/character/513.webp,[],Alive
514,,,Male,Shotgun Pete,Unknown,/character/514.webp,[],Alive
515,,,Male,Ham,Student,/character/515.webp,[],Alive
516,,,Male,Audrey McConnell's Student 4,Student,/character/516.webp,['(Speaking to Bart) Its a Japanese card game based on a cartoon based on an ancient religion based on a candy bar.'],Alive
517,,,Male,Dr. Crab,Unknown,/character/517.webp,[],Alive
518,,,Male,Mahatma Gandhi,Unknown,/character/518.webp,[],Deceased
519,,,Female,Queen Elizabeth I,Queen of England (1558-1603),/character/519.webp,[],Noncanon
520,,,Female,Marge Ziff,Mayor of Springfield,/character/520.webp,[],Noncanon
521,,,Female,Bryce Dallas Howard,Actress,/character/521.webp,[],Alive
522,,,Female,Lois Griffin,Piano TeacherChurch Organist (Family Guy Season 5+),/character/522.webp,"['Oh, for Petes sake']",Alive
523,,,Male,William Wallace,Scottish Warrior,/character/523.webp,[],Unknown
524,,,Unknown,Freedom,Unknown,/character/524.webp,[],Alive
525,,,Female,Judith Underdunk,Shakespearean Actress,/character/525.webp,[],Alive
526,,,Male,Chief Inspector,Nuclear inspector at the Springfield Nuclear Power PlantDesigner at Powell MotorsResearch scientist at Tipsy McStagger's Good-Time Drinking and Eating Emporium,/character/526.webp,[],Alive
527,,,Female,Miss Goodthighs,Employee at Globex Corporation,/character/527.webp,[],Unknown
528,,,Female,Popular Girl 3,Student at Springfield Elementary School,/character/528.webp,"['(Speaking to Lisa) Lisa, you want to come skip rope?']",Alive
529,,,Unknown,Bluella,Unknown,/character/529.webp,[],Deceased
530,,,Male,Al Gumble,Owner of Barney's Bowlarama,/character/530.webp,[],Alive
531,,,Male,Albert,Protester,/character/531.webp,"['That’s right! I don’t need this scooter! All of you, follow me to the future!', 'What Albert taught us is that all people have pride and no group should ever be insulted. He knew what was important was how you lived your life every day. Till he was taken from us too soon, at the age of... TWENTY-THREE?!? PEOPLE, FOR GOD’S SAKE, JOIN A GYM!']",Deceased
532,,,Male,Petroleus Rex,Supervillain,/character/532.webp,[],Fictional
533,,,Male,Millionaire Actor,Actor,/character/533.webp,[],Alive
534,,,Male,Charles Bronson,Actor,/character/534.webp,[],Deceased
535,,,Male,Mr. T,Actor,/character/535.webp,[],Alive
536,,,Male,Freddy Krueger,Murderer in dreams,/character/536.webp,[],Alive
537,,,Male,Jeremy Jailbird,Unknown,/character/537.webp,[],Alive
538,,,Female,Gavin and Katelyn's Mother,Unknown,/character/538.webp,[],Alive
539,,,Unknown,The Thing,Unknown,/character/539.webp,[],Unknown
540,,,Male,Stephen Hawking (character),Theoretical physicist,/character/540.webp,[],Deceased
541,,,Male,Teller,Comedian  Illusionist  Writer,/character/541.webp,[],Alive
542,,,Male,Rusty The Clown,Clown,/character/542.webp,[],Alive
543,,,Male,Cracker executive,Executive at Southern Cracker,/character/543.webp,[],Alive
544,,,Female,Carol Berrera,Army Sergeant (retired)Fourth Grade Teacher at Springfield Elementary (formerly),/character/544.webp,[],Alive
545,,,Male,Before They Were Famous Host,Television host,/character/545.webp,[],Unknown
546,,,Male,Jim-Jam Bonks,Character in Cosmic Wars,/character/546.webp,[],Fictional
547,,,Male,Dylan Spuckler,Unknown,/character/547.webp,[],Alive
548,,,Unknown,The Raccoon Family,Unknown,/character/548.webp,[],Unknown
549,,,Female,Hazel,Retired,/character/549.webp,[],Alive
550,,,Female,Nell Nicholson,Student at Springfield Elementary School,/character/550.webp,[],Alive
551,,,Male,Benevenstanciano,Magazine salesman,/character/551.webp,[],Alive
552,,,Male,Cregg Demon,Magician,/character/552.webp,[],Alive
553,,,Male,Morty Szyslak,Unknown,/character/553.webp,[],Alive
554,,,Male,Armando (Barber),Hairdresser,/character/554.webp,[],Alive
555,,,Female,Danica Patrick,Race car driver,/character/555.webp,[],Alive
556,,,Unknown,Gummi Venus de Milo,Unknown,/character/556.webp,[],Unknown
557,,,Male,Shelbyville Manhattan,TravelerFounder of Shelbyville,/character/557.webp,[],Deceased
558,,,Male,Fox Mulder,FBI Special Agent,/character/558.webp,[],Alive
559,,,Male,Richie Sakai,Anesthesiologist,/character/559.webp,[],Unknown
560,,,Male,Frankie (Health Inspector),Health Inspector,/character/560.webp,['Food hygienically stored... only one way to find out.'],Deceased
561,,,Male,Bud Armstrong,Pro Football Commissioner,/character/561.webp,[],Unknown
562,,,Male,Langdon Alger,Student at Springfield Elementary School,/character/562.webp,[],Alive
563,,,Unknown,Vampiredna,Unknown,/character/563.webp,"['Do not strugle, mortal! You cannot resist Vampiredna']",Unknown
564,,,Female,Dr. Zweig,Psychiatrist,/character/564.webp,[],Unknown
565,,,Male,Bender Bending Rodríguez,"Formerly: Girder-bender, Soldier",/character/565.webp,['Bite my shiny metal ass!A robot! With a catchphrase!Kill all humans.Start with Flanders.'],Unknown
566,,,Male,Tyler's Brother,Student at Springfield Elementary,/character/566.webp,[],Alive
567,,,Male,Irving Zitsofsky,Tattoo Removal Specialist at Dr. Zitsofsky's Dermatology ClinicOwner of Dr. Zitsofsky's Dermatology Clinic,/character/567.webp,[],Alive
568,,,Female,Minnie Szyslak,Mattress saleswomanFood critic,/character/568.webp,[],Alive
569,,,Male,Scott Christian,Co-Anchor for Channel 6 News,/character/569.webp,[],Alive
570,,,Female,Wizard Twins,Wizards,/character/570.webp,[],Alive
571,,,Female,Belle,Owner of La Maison Derrière,/character/571.webp,[],Alive
572,,,Male,Dr. Octopus,Supervillian,/character/572.webp,[],Alive
573,,,Male,Christopher Columbus,Explorer  Navigator  Colonizer,/character/573.webp,[],Deceased
574,,,Unknown,Two-nicorn,Unknown,/character/574.webp,[],Fictional
575,,,Male,Lisa's Classmate 5,Student,/character/575.webp,[],Alive
576,,,Female,Karen (socialite),Socialite,/character/576.webp,[],Alive
577,,,Male,Der Zip Zorp,Electronica artist,/character/577.webp,[],Alive
578,,,Female,Xoxchitla,Host of TeleboobiesActress,/character/578.webp,[],Alive
579,122,,Female,Daphne Burns,Retired,/character/579.webp,['Mr. Burns has a mother? She must be a hundred million years old!'],Unknown
580,,,Unknown,Batman,Superhero,/character/580.webp,[],Unknown
581,,,Male,C.H.U.M.,"Robot, Traveler (Non-canon)",/character/581.webp,[],Alive
582,,,Male,Jimbo Jr.,Student at Springfield Elementary School,/character/582.webp,['This cream corn tastes like cream crap!'],Alive
583,,,Male,Jack Larson,President of Laramie Cigarettes,/character/583.webp,[],Alive
584,,,Male,Zachary Vaughn,Former teacher at Springfield Elementary School,/character/584.webp,"['hair............HAIR!!!!!!!!!!!Every class is a joke. English a joke, homeroom a joke. Free period a joke. Nutritious lunch a joke! Only alcohol can make life bearable. You must drink! Always drink!']",Alive
585,,,Male,Guitarist,Guitarist for The Larry Davis Experience,/character/585.webp,[],Alive
586,,,Unknown,Bart Junior (frog),Unknown,/character/586.webp,[],Alive
587,,,Male,Guy Incognito,Unknown,/character/587.webp,"['Greetings, good man. Might I trouble you for a drink?', 'Homer? Who is Homer?']",Alive
588,,,Male,Pope John Paul II,Catholic Pope,/character/588.webp,[],Deceased
589,,,Male,Cheesy McMayor,Fast-Food Mascot,/character/589.webp,[],Alive
590,,,Female,Retirement Castle Nurse,Nurse,/character/590.webp,[],Alive
591,,,Female,Grandma Van Houten,Retired,/character/591.webp,[],Alive
592,,,Male,Hugs Bunny,Referee at Mayor's Easter Egg Hunt,/character/592.webp,[],Alive
593,,,Female,Brittany Brockman,Student at Springfield Preparatory School,/character/593.webp,[],Alive
594,,,Male,Justin's father,Unknown,/character/594.webp,[],Alive
595,,,Male,Abraham Simpson I,Unknown,/character/595.webp,[],Deceased
596,,,Female,Joshua and Amber's Mom,Unknown,/character/596.webp,[],Alive
597,,,Male,James L. Brooks (character),Writer,/character/597.webp,[],Unknown
598,,,Male,Mayor Quimby's Bodyguards,Bodyguards,/character/598.webp,[],Alive
599,,,Male,Black Weasel,Student,/character/599.webp,[],Alive
600,,,Male,Lisa's Classmate 2,Student at Springfield Elementary School,/character/600.webp,[],Alive
601,,,Female,Sherri and Terri's sister,Unknown,/character/601.webp,[],Alive
602,,,Male,Gabriel,Social worker,/character/602.webp,[],Alive
603,,,Female,Della,Lionel Hutz's secretaryEmployee at Shotgun Pete's (formerly),/character/603.webp,"['Calls?...Oh, Calls. The Supreme Court called again. They need your help in some freedom thing.']",Alive
604,,,Male,Drederick Tatum,Celebrity boxer,/character/604.webp,[],Alive
605,,,Female,Gloria S.,Unknown,/character/605.webp,[],Alive
606,,,Unknown,Giuseppe,Unknown,/character/606.webp,[],Alive
607,,,Male,McBain,Cop (Former)Transport Pilot,/character/607.webp,['Ice to see you!'],Fictional
608,,,Male,Graphic Novel Kid,Unknown,/character/608.webp,[],Deceased
609,,,Male,John S.,Unknown,/character/609.webp,[],Alive
610,,,Male,Postage Stamp Fellow,Stamp collector,/character/610.webp,[],Alive
611,,,Male,Royce McCutcheon,Salesman,/character/611.webp,[],Alive
612,,,Male,Nabendu Nahasapeemapetilon,Baby,/character/612.webp,['Back.'],Alive
613,,,Unknown,Funzo,Toy,/character/613.webp,[],Unknown
614,,,Male,Vincent Price,Actor,/character/614.webp,[],Deceased
615,,,Female,Tiffany Spuckler,Unknown,/character/615.webp,[],Alive
616,,,Unknown,Scary Vultures,Unknown,/character/616.webp,[],Unknown
617,,,Male,Sardonicus,Prisoner,/character/617.webp,[],Alive
618,,,Male,Khlav Kalash vendor,Vendor,/character/618.webp,[],Alive
619,,,Male,William Shakespeare,"Playwright, poet, actor",/character/619.webp,[],Deceased
620,,,Male,Cap'n Crunch,Mascot,/character/620.webp,[],Fictional
621,,,Male,John Travolta,Actor  Bartender  Pilot,/character/621.webp,[],Alive
622,,,Male,The Great Raymondo,Magician,/character/622.webp,[],Alive
623,,,Male,Jay Leno,"Comedian, television host, car collector",/character/623.webp,[],Alive
624,,,Male,Chucky,Unknown,/character/624.webp,[],Fictional
625,,,Male,Tribal Chief,Manager of Caesar's Pow-Wow Casino,/character/625.webp,[],Noncanon
626,,,Male,Seth,Owner of Groovy Grove Juice Corporation,/character/626.webp,[],Alive
627,,,Male,Tony Bennett (character),Actor,/character/627.webp,[],Deceased
628,,,Unknown,Kermit the Frog,Unknown,/character/628.webp,[],Fictional
629,,,Male,Justin Timberlake,Singer,/character/629.webp,[],Alive
630,,,Female,Mrs. Dexter,Housewife,/character/630.webp,[],Alive
631,,,Male,Robby the Automaton,Promoting Springfield Knowledgeum,/character/631.webp,[],Unknown
632,,,Female,Ms. Finch,Employee at the Springfield Nuclear Power Plant,/character/632.webp,[],Alive
633,,,Male,Hurt Leg Simpson Relative,Unknown,/character/633.webp,['My legs hurt.'],Alive
634,,,Female,Mrs. Szyslak,Unknown,/character/634.webp,[],Deceased
635,,,Male,Marge's Dream Lover,Pirate,/character/635.webp,[],Alive
636,,,Male,Benjamin,College Student,/character/636.webp,[],Alive
637,,,Male,Birch Barlow,Talk Show Host,/character/637.webp,[],Alive
638,,,Male,Milo,Owner of Coolsville Comics & Toys,/character/638.webp,"['Now I hope you all like Korean Pop Covers of Tom Jones songs, cause theyre about to be blasted!']",Alive
639,,,Unknown,Snowball II,Unknown,/character/639.webp,[],Deceased
640,11,,Female,Mary Spuckler,Unknown,/character/640.webp,[],Alive
641,,,Female,Woman Interviewer,News reporter,/character/641.webp,[],Alive
642,,,Unknown,Singapore,Unknown,/character/642.webp,[],Unknown
643,,,Male,Burglar 2 (couch gag),Thief,/character/643.webp,[],Alive
644,,,Male,Tito Puente (character),Jazz MusicianBandleader,/character/644.webp,[],Deceased
645,,,Female,Richard's Grandmother,Unknown,/character/645.webp,[],Alive
646,,,Male,Adrian Belew,Springfield Elementary Student,/character/646.webp,"['Over here, Mr. President.']",Alive
647,,,Unknown,Wile E. Coyote,Unknown,/character/647.webp,[],Fictional
648,,,Male,ClownFace,Supervillain,/character/648.webp,[],Fictional
649,,,Female,Great Mom,Unknown,/character/649.webp,[],Alive
650,,,Male,The Happy Little Elves,Unknown,/character/650.webp,[],Fictional
651,,,Male,Fallout Boy,Unknown,/character/651.webp,['Jiminy jillickers!'],Fictional
652,,,Male,Rupert Murdoch (character),Owner of FOX,/character/652.webp,[],Alive
653,,,Unknown,Angry Mob,Unknown,/character/653.webp,"['Ah, theres no justice like angry mob justice.']",Unknown
654,,,Female,Miss Springfield,Miss SpringfieldMayor (for 3 seconds),/character/654.webp,[],Alive
655,,,Male,Russ Cargill,Head of the EPA (Formerly)Evil Mastermind,/character/655.webp,[],Alive
656,,,Male,Gort,Robot,/character/656.webp,[],Alive
657,,,Male,Ishmael,Student,/character/657.webp,[],Alive
658,,,Male,Raphael,Various,/character/658.webp,"['Mmm-hmm...Ey, pal-ey.']",Alive
659,,,Male,George H. W. Bush,Former Vice President and President of the United States  Member of the Stonecutters World Council,/character/659.webp,[],Deceased
660,,,Female,Lilly Ellison,Students at Springfield Elementary School,/character/660.webp,[],Alive
661,,,Male,Les Moore,Greyhound Racer,/character/661.webp,"['NaturallyCan I offer you a drink to throw at my face?There you are, old pal.']",Alive
662,,,Female,Willie's Mother,Starbucks employee,/character/662.webp,[],Alive
663,,,Male,Player 1,Video-game character used by the first player in Super Slugfest,/character/663.webp,[],Unknown
664,8,,Female,Tumi,Student,/character/664.webp,[],Alive
665,,,Unknown,Baz,Unknown,/character/665.webp,[],Alive
666,,,Male,Bashir bin Laden,Student at Springfield Elementary School,/character/666.webp,[],Alive
667,,,Male,FBI agent (Donnie Fatso),FBI agent,/character/667.webp,[],Alive
668,,,Male,Iggy Wiggum,Soldier,/character/668.webp,[],Deceased
669,,,Male,Male Korean Artist 3 (couch gag),Cartoonist,/character/669.webp,[],Unknown
670,,,Male,Mike (Homer's Night Out),Unknown,/character/670.webp,[],Alive
671,,,Unknown,Nibbles,Unknown,/character/671.webp,[],Deceased
672,,,Female,Carol Jones,Prostitute,/character/672.webp,[],Alive
673,,,Male,Leprechaun,Unknown,/character/673.webp,[],Alive
674,,,Male,Ian (Very Tall Man),Writer for The Itchy & Scratchy Show,/character/674.webp,['Do you find something comical about my appearance when I am driving my automobile?'],Alive
675,,,Unknown,Parasite,Unknown,/character/675.webp,[],Fictional
676,,,Male,David Copperfield,Illusionist,/character/676.webp,[],Unknown
677,,,Male,Dexter Colt,Private Detective,/character/677.webp,[],Alive
678,,,Male,Coach Krupt,Gym Teacher,/character/678.webp,"['Today were going to play a game as old as pain itself, bombardment.DUCK OR DIE!BOMBARDMENT!']",Alive
679,,,Male,Ramrod,BikerHell's Satans member,/character/679.webp,[],Alive
680,,,Male,Mr. Rhenquist,Unknown,/character/680.webp,[],Alive
681,,,Male,Geoffrey,Unknown,/character/681.webp,[],Alive
682,,,Male,Albert Dershman,Lawyer,/character/682.webp,[],Alive
683,,,Male,Darryl,Student at Springfield Elementary,/character/683.webp,[],Alive
684,10,,Male,Freddy,Student at Springfield Elementary School,/character/684.webp,[],Alive
685,,,Male,Leopold,Assistant Superintendent,/character/685.webp,[],Alive
686,,,Unknown,Snowball III,Unknown,/character/686.webp,[],Deceased
687,,,Unknown,Gill-man,Unknown,/character/687.webp,[],Unknown
688,,,Male,Joe Frazier,Boxing,/character/688.webp,[],Deceased
689,,,Male,John (Homer's Phobia),Owner of Cockamamie's Collectibles Shop,/character/689.webp,"['No, ultrasuede is a miracle. This is just good timing.', 'Zap']",Alive
690,,,Female,Miss Wyoming,Model,/character/690.webp,[],Unknown
691,,,Male,Dr. Colossus,Supervillain,/character/691.webp,[],Alive
692,,,Female,Long-haired girl,Student,/character/692.webp,[],Alive
693,,,Female,Roberta,Socialite,/character/693.webp,[],Alive
694,,,Male,Mutant Rabbit,Unknown,/character/694.webp,[],Noncanon
695,,,Female,Ms. Mancuso-Gluckman,Therapist,/character/695.webp,[],Noncanon Deceased
696,,,Female,Eliza,Second Grade Student,/character/696.webp,[],Alive
697,,,Female,Kim,Student at Springfield High School (in the past)Protester,/character/697.webp,[],Alive
698,,,Male,Bob Hope (character),Comedian / Actor,/character/698.webp,[],Deceased
699,,,Female,Brunella Pommelhorst,Springfield Elementary Gym TeacherEmployee at Starving Teachers Moving Co.,/character/699.webp,[],Alive
700,,,Male,Chuck Ellis,Regional Director of the IRS,/character/700.webp,[],Unknown
701,,,Unknown,Mojo,Unknown,/character/701.webp,[],Unknown
702,,,Female,Sylvia Winfield,Retired,/character/702.webp,[],Alive
703,,,Male,Elmo,Character on Sesame Street,/character/703.webp,[],Alive
704,,,Male,Meathook,Biker,/character/704.webp,[],Alive
705,,,Female,Uma Nahasapeemapetilon,Unknown,/character/705.webp,['Let.'],Alive
706,,,Male,Phil (reporter),TV reporter,/character/706.webp,[],Alive
707,,,Male,Mason Fairbanks,Lifeguard,/character/707.webp,[],Alive
708,,,Male,Mario,Game Character/Plumber,/character/708.webp,[],Fictional
709,,,Male,Cool kid,Student,/character/709.webp,['You got a fresh sound. Itll play well at this school.'],Alive
710,,,Female,Annie Dubinsky,Veteran agent,/character/710.webp,[],Deceased
711,,,Male,Bort (boy),Unknown,/character/711.webp,"['Mommy, mommy! Buy me a license plate!']",Alive
712,,,Unknown,Mr. Movie Phone,Movie phone line speaker,/character/712.webp,[],Alive
713,,,Male,Retirement Castle administrator,Administrator of the Retirement Castle,/character/713.webp,[],Unknown
714,,,Male,Mr. Costington,Store owner of Costington's,/character/714.webp,"['Youre Fireeeeeeeeeeeed!', 'Youre Hireeeeeeeeeeeed!']",Alive
715,8,,Female,Jamie,2nd Grade Student at Springfield Elementary School,/character/715.webp,[],Alive
716,,,Male,Hippie,Operator at Uriah's Heap Recycling Center,/character/716.webp,[],Alive
717,,,Male,Old King Coal,Supervillain,/character/717.webp,[],Fictional
718,,,Male,Nigel (manager),ManagerManager of The Be Sharps (Former),/character/718.webp,[],Unknown
719,,,Male,Chris Griffin,High school studentPaper boy (formerly)Employee at the Quahog Mini-Mart (formerly),/character/719.webp,['Yay! A crossover always brings out the best in each show! It certainly doesnt smack of desperation. The priorities are always creative and not driven by marketing...'],Alive
720,,,Female,Ashley,Student at Springfield Elementary,/character/720.webp,[],Alive
721,,,Male,Brandt,Bartender at Moho House,/character/721.webp,[],Alive
722,,,Unknown,Lovejoy's sheepdog,Unknown,/character/722.webp,[],Alive
723,,,Male,The California Raisins,Musicians,/character/723.webp,[],Fictional
724,,,Female,Nina Sprungfeld,Founder of Springfield Pirate Murderer and Head of the Springfield Historical Society,/character/724.webp,[],Alive
725,,,Male,Gary (nerd),College Student,/character/725.webp,[],Alive
726,,,Unknown,Zombies,Eat brains,/character/726.webp,[],Deceased
727,,,Male,Mr. Hoxha,Unknown,/character/727.webp,[],Alive
728,,,Male,Sailor Kid,Student at Springfield Elementary SchoolSailor (possibly),/character/728.webp,[],Alive
729,,,Unknown,Curious Bear Cub,Unknown,/character/729.webp,[],Fictional
730,,,Female,Tina Ballerina,ActressDancer,/character/730.webp,[],Alive
731,,,Male,Harry Potter (character),Student,/character/731.webp,[],Alive
732,,,Male,Tom Hanks,Actor,/character/732.webp,[],Alive
733,,,Female,Popular Girl 2,Student at Springfield Elementary School,/character/733.webp,"['(Speaking to Lisa on the Seesaw) Ever since you got that bad grade, you seem a lot cooler.']",Alive
734,,,Male,Gardener (couch gag),Gardener,/character/734.webp,[],Unknown
735,,,Female,Teacher Female with Purple Clothes and Brown Hair,Artist at Springfield Elementary School,/character/735.webp,[],Alive
736,,,Male,Colonel Sanders,Founder of Kentucky Fried Chicken,/character/736.webp,[],Deceased
737,,,Male,"Roger Meyers, Sr.",Founder of I&S Studios,/character/737.webp,[],Deceased
738,,,Female,Mrs. Borton,Unknown,/character/738.webp,[],Alive
739,,,Male,Mr. Taylor,Professor,/character/739.webp,"['Mm-hmm, well, thats...very good...for a first try. You know what? I have a ball. (Pulls one from his pocket) Perhaps youd like to bounce it?']",Alive
740,,,Male,Ronald Reagan,Former President of the United States,/character/740.webp,[],Deceased
741,,,Male,St. Peter,Guaridan of the gates of Heaven,/character/741.webp,[],Alive
742,,,Female,Audrey McConnell,3rd Grade Teacher at Springfield Elementary School4th Grade Teacher,/character/742.webp,[],Alive
743,,,Female,Kyle's Mother,Unknown,/character/743.webp,[],Alive
744,,,Unknown,Toaster Bot,Transformer robot,/character/744.webp,"['Marge! The dolls trying to kill me, and the toasters been laughin at me!']",Unknown
745,,,Male,Amid bin Laden,Building demolition worker,/character/745.webp,[],Alive
746,,,Male,Barry Mackleberry,Homer's former supervisor in Sector 7G,/character/746.webp,[],Alive
747,,,Female,Francesca Terwilliger,CriminalHousewife,/character/747.webp,[],Alive
748,,,Male,Jacques,Bowling Instructor (Formerly),/character/748.webp,[],Alive
749,,,Male,The Yes Guy,Various,/character/749.webp,['E-Yeeeeeessss?'],Alive
750,,,Unknown,Monster Couch (couch gag),Unknown,/character/750.webp,[],Unknown
751,,,Male,Gerald Ford,Former U.S. President,/character/751.webp,[],Deceased
752,,,Male,Luke Perry,Krusty's former assistant,/character/752.webp,[],Deceased
753,,,Male,Stan Lee (character),Comic book writer,/character/753.webp,[],Deceased
754,,,Male,Stan Taylor,Springfield Atoms football player,/character/754.webp,[],Alive
755,,,Male,Ben Schatz (character),Unknown,/character/755.webp,[],Unknown
756,,,Unknown,Mr. Teeny,Unknown,/character/756.webp,[],Alive
757,,,Male,Pinhead (Hellraiser),Leader of the cenobites,/character/757.webp,[],Alive
758,,,Unknown,Pokey,Unknown,/character/758.webp,[],Alive
759,,,Male,Male with green shirt,Unknown,/character/759.webp,[],Alive
760,,,Male,Max (Ice Cream Man),Ice cream man,/character/760.webp,[],Deceased
761,,,Male,The Mad Hatter,Unknown,/character/761.webp,[],Alive
762,,,Male,Sven Golly,Hypnotist,/character/762.webp,[],Alive
763,,,Female,Sophie Jensen,Student,/character/763.webp,['Ew! Its the kid who ate the dead frog!'],Alive
764,,,Male,Luigi Risotto,"Chef, Hollywood's foreign press",/character/764.webp,[],Alive
765,38,,Female,Amber Simpson,Cocktail WaitressProstitute (Implied),/character/765.webp,[],Deceased
766,,,Male,Jay Nahasapeemapetilon,Kwik-E-Mart Clerk,/character/766.webp,"['How I have waited for this day.', 'Swipe left on that accusation. Epic swipe left!']",Alive
767,,,Female,The Lisa Impostor,ActressModel,/character/767.webp,[],Alive
768,,,Male,Woody Schedeen,Unknown,/character/768.webp,[],Unknown
769,,,Male,Dubya Spuckler,Homeschooled studentFormer star of The Krusty the Clown Show,/character/769.webp,['I wish I had a tail what to swap away flies. Mine just hangs there.'],Alive
770,,,Unknown,Rhinos,Unknown,/character/770.webp,[],Unknown
771,,,Male,Adam West (character),Actor,/character/771.webp,[],Deceased
772,,,Male,Chazz Busby,Ballet teacher,/character/772.webp,[],Alive
773,,,Female,Female Unnamed with Brown Haired and Red Shirt,Bank,/character/773.webp,[],Alive
774,,,Male,Bill Gates,Chairman of Microsoft (formerly),/character/774.webp,[],Alive
775,,,Male,Male with gray haired blue sticker,Unknown,/character/775.webp,[],Alive
776,,,Male,Moses,Sheppard,/character/776.webp,[],Unknown
777,,,Male,Lisa's Classmate 2’s Grandfather,Former soldier,/character/777.webp,[],Deceased
778,,,Unknown,Sonic the Hedgehog,Unknown,/character/778.webp,"['Hey Bart. Remember, if you see a gold brick lying around just take it! Take it! Take it! Take it!... Take it!']",Fictional
779,,,Male,Mesmerino,Hypnotist,/character/779.webp,[],Alive
780,,,Male,Mr. Blackheart,Ivory DealerFormer whale-hunterFormer seal-clubberFormer FOX President,/character/780.webp,[],Unknown
781,,,Female,Truth-Anne,Student,/character/781.webp,[],Alive
782,,,Unknown,Alien (couch gag),Unknown,/character/782.webp,[],Unknown
783,,,Male,Mr. Powell,Unknown,/character/783.webp,[],Alive
784,,,Male,Mr. Becker,Teacher,/character/784.webp,['Yeeeah! Where my dils at?'],Alive
785,,,Unknown,Spirit Guide,Unknown,/character/785.webp,[],Fictional
786,,,Female,Carmen,Leader of Bossy Riot,/character/786.webp,[],Alive
787,,,Male,Dirk Richter,Actor,/character/787.webp,[],Deceased
788,,,Female,Queen Elizabeth II,"Constitutional monarch of the United Kingdom, British Overseas Territories and several members of the Commonwealth of Nations",/character/788.webp,[],Deceased
789,,,Male,Lance Murdock,Stunt Devil,/character/789.webp,"['Bones heal, chicks dig stars, and the United States of America has the best doctor to daredevil ratio in the world!']",Alive
790,,,Male,African-American Teacher,Teacher at Springfield Elementary,/character/790.webp,[],Alive
791,,,Male,House of Evil Shopkeeper,Shopkeeper at House of Evil,/character/791.webp,"['We sell forbidden objects from places men fear to tread. We also sell frozen yogurt, which I call Frogurt!']",Alive
792,50,,Male,Lard Lad,Advertiser for Lard Lad Donuts,/character/792.webp,[],Unknown
793,,,Male,Charlton Heston,Actor,/character/793.webp,[],Deceased
794,,,Male,Jer,Former Owner of King Toot's Music Store,/character/794.webp,[],Alive
795,,,Male,El Barto,Graffiti tagger,/character/795.webp,[],Alive
796,,,Male,Pikachu,Pokémon,/character/796.webp,[],Fictional
797,,,Male,Burglar 1 (couch gag),Thief/Burglar,/character/797.webp,[],Alive
798,,,Male,Mr. Gammel,Employee at the Springfield Nuclear Power Plant,/character/798.webp,[],Alive
799,,,Male,Larry Mackleberry,Student,/character/799.webp,[],Noncanon
800,,,Female,Gerald Samson's Mother,Unknown,/character/800.webp,[],Alive
801,,,Male,Legs,Mobster,/character/801.webp,"['Im walking here.', 'Shut up-a your face!', 'Im gonna whack ya in the labonza!', 'You’re a made man, my friend!', 'We brought someone to spring ya.']",Alive
802,,,Female,"Maggie Simpson, Jr.",Baby,/character/802.webp,[],Alive
803,,,Male,Marcus Le Marquez,Jazz Musician,/character/803.webp,[],Alive
804,,,Male,Ice Cream Man,Ice cream truck driver,/character/804.webp,"['Ice Cream, Ice Cream, Im all out of Ice Cream!']",Alive
805,,,Male,News Reporter (Call of the Simpsons),Channel 6 News Reporter,/character/805.webp,[],Alive
806,,,Male,Dr. Foster,Psychologist,/character/806.webp,[],Alive
807,,,Female,Mary Bailey,Governor of Springfield's StateFormer Mayor of Springfield,/character/807.webp,[],Alive
808,,,Female,Barbara Van Horne,Unknown,/character/808.webp,[],Alive
